"IHDID","WL_KM2","WL_CARL1","WL_CARL2","WL_CARL3","WL_CARL4","WL_CARL6","WL_CARL7","WL_CARL8","WL_CARL9","WL_CARLND","WL_NLCD11","WL_NLCD21","WL_NLCD22","WL_NLCD23","WL_NLCD24","WL_NLCD31","WL_NLCD41","WL_NLCD42","WL_NLCD43","WL_NLCD52","WL_NLCD71","WL_NLCD81","WL_NLCD82","WL_NLCD90","WL_NLCD95","WL_NLCDND","WL_QGEO1","WL_QGEO2","WL_QGEO3","WL_QGEO4","WL_QGEO5","WL_QGEO6","WL_QGEO7","WL_QGEO8","WL_QGEO9","WL_QGEO10","WL_QGEO12","WL_QGEO15","WL_QGEO18","WL_QGEO21","WL_QGEO29","WL_QGEO99","WL_QGEOND","WL_SLOPE","WL_ELEVMEAN","WL_ELEVMIN","WL_ELEVMAX"
151870648,0.4996,0,0,0,0,0,0,0,0,1,0.01401,0.05344,0.0044,0,0,0.0056,0.01741,0,0,0,0.02262,0.14472,0.72398,0.01381,0,1e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.63,223.538,220.17,225.47
151870651,0.4169,0,0,0,0,0,0,0,0,1,0.06189,0.13073,0.03454,0,0,0,0.06644,0,0.00959,0,0,0.17078,0.51451,0,0.01151,1e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,221.459,208.94,231.51
151870654,0.8368,0,0,0,0,0,0.53143,0,0,0.46857,0.01159,0.0147,0.01864,0.00789,0,0.00096,0.07541,0,0,0,0.00884,0.07075,0.44479,0.33748,0.00896,-1e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,200.599,197.21,205.19
151870658,3.9339,0,0,0,0,0,0.00046,0,0,0.99954,0.044,0.16322,0.08399,0,0,0.00239,0.15621,0,0.0047,0.00348,0.03666,0.05353,0.3872,0.05282,0.01179,1e-05,0,0,0,0.00262,0,0,0,0,0.99738,0,0,0,0,0,0,0,0,3,219.665,204.99,234.72
151870662,0.2351,0,0,0,0,0,0,0,0,1,0,0.06721,0,0,0,0,0.00255,0,0,0.0268,0,0,0.90345,0,0,-1e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.68,224.262,222.84,226.69
151870663,0.101,0,0,0,0,0,0,0,0,1,0.0604,0.25941,0.00594,0,0,0,0,0,0,0,0,0.0802,0.55545,0.03663,0.00198,-1e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,220.221,215.19,222.98
151870664,0.0014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.71429,0,0,0.28571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.36,215.292,215.19,215.55
151870665,0.0052,0,0,0,0,0,0,0,0,1,0.13462,0,0,0,0,0,0,0,0,0,0,0.25,0.19231,0.21154,0.21154,-1e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.62,213.973,210.09,215.09
151870689,0.1506,0,0,0,0,0,0,0,0,1,0.16999,0.01461,0.26228,0,0,0.45618,0,0,0,0,0.01859,0,0.07171,0.00133,0.00531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,218.854,215.91,221.78
151870690,0.1447,0,0,0,0,0,0,0,0,1,0.22875,0,0.1548,0,0,0.42985,0,0,0,0,0.09744,0,0.05321,0,0.03594,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,219.381,216.15,222.89
151870692,0.0838,0,0,0,0,0,0,0,0,1,0.23986,0.00239,0.09905,0.02148,0,0.33055,0,0,0,0,0,0.30668,0,0,0,-1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,218.283,215.93,221.76
151870694,0.1409,0,0,0,0,0,0,0,0,1,0.07736,0.04613,0.0731,0,0,0.41448,0,0,0,0,0,0.38893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,220.3,216.17,223.98
151870695,0.0606,0,0,0,0,0,0,0,0,1,0.07096,0.14851,0.23432,0,0,0.533,0,0,0,0,0.0132,0,0,0,0,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,220.761,216.18,223.57
151870696,0.3653,0,0,0,0,0,0,0,0,1,0.07282,0.03011,0.10923,0.10348,0,0.63099,0,0,0,0,0.04736,0.00547,0,0,0.00055,-1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,219.466,215.86,225.43
151870697,0.5888,0,0,0,0,0,0,0,0,1,0.06165,0.05248,0.04246,0.03668,0,0.43122,0.00798,0,0,0,0.02819,0.28516,0.03855,0,0.01563,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,220.737,216.05,227.17
151870698,0.4217,0,0,0,0,0,0,0,0,1,0.08086,0.02514,0.03083,0.02917,0,0.05786,0.13659,0,0,0,0.02111,0.00451,0.56889,0.0185,0.02656,-2e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,216.627,215.07,220.09
151870702,0.2984,0,0,0,0,0,0,0,0,1,0.06267,0.04088,0.22453,0.04524,0,0,0.02312,0,0,0,0.02748,0.39645,0.13472,0,0.04491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,221.503,216.93,226.03
151870703,1.0854,0,0,0,0,0,0,0,0,1,0.09499,0.16722,0.21531,0.03934,0.01004,0.02709,0.01843,0.00792,0,0,0.01078,0.29445,0.1112,0,0.00322,1e-05,0.98434,0,0,0,0,0,0.01566,0,0,0,0,0,0,0,0,0,0,1.82,225.777,218.76,234.28
151870705,0.0786,0,0,0,0,0,0,0,0,1,0.15394,0.14504,0.18702,0,0,0.4313,0,0,0,0,0.07506,0,0.00763,0,0,1e-05,0.52672,0,0,0,0,0,0.47328,0,0,0,0,0,0,0,0,0,0,2.72,221.029,218.81,225.16
151870706,0.3448,0,0,0,0,0,0,0,0,1,0.04466,0.12065,0.09194,0.02842,0,0.05713,0.13805,0,0,0.02726,0.08324,0.01943,0.23724,0.13022,0.02175,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,202.904,194.09,227.47
151870707,9e-04,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.43,221.43,221.43
151870712,0.0025,0,0,0,0,0,0,0,0,1,0.44,0.24,0,0,0,0,0,0,0,0,0,0,0,0.08,0.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,221.302,221.25,221.51
151870716,0.0059,0,0,0,0,0,0,0,0,1,0.22034,0,0,0,0,0.13559,0,0,0,0,0,0.35593,0.28814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,220.747,220.45,221.21
151870717,0.336,0,0,0,0,0,0,0,0,1,0.02202,0.08958,0.02976,0,0,0,0.28155,0,0,0,0.04048,0.35863,0.06667,0.08661,0.0247,0,0.31458,0,0,0,0,0.68542,0,0,0,0,0,0,0,0,0,0,0,4.66,217.213,193.81,236
151870718,0.1822,0,0,0,0,0,0,0,0,1,0.04446,0.06092,0.00933,0,0,0,0.25027,0,0,0,0.00329,0.41658,0.20966,0.00549,0,0,0.88749,0,0,0,0,0.11251,0,0,0,0,0,0,0,0,0,0,0,6.08,217.735,193.81,235.06
151870728,0.0158,0,0,0,0,0,0,0,0,1,0.06962,0,0.06329,0,0,0,0,0,0,0,0,0,0.41139,0.11392,0.34177,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,224.145,223.87,225.64
151870730,0.249,0,0,0,0,0,0,0,0,1,0.06867,0.12731,0.08353,0,0,0.00723,0.06466,0,0,0,0.03253,0.30281,0,0.18353,0.12972,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,228.241,224.99,238.51
151870737,0.017,0,0,0,0,0,0,0,0,1,0.18824,0.02941,0.33529,0,0,0,0,0,0,0,0.19412,0.05294,0.12353,0,0.07647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.97,230.682,229.83,232.07
151870738,0.1852,0,0,0,0,0,0,0,0,1,0.00972,0,0,0,0,0.00864,0.20194,0,0,0.0216,0.02592,0.01998,0.19816,0.50702,0.00702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41,243.565,239.23,254.38
151870739,0.3061,0,0,0,0,0,0,0,0,1,0.00098,0.01307,0,0,0,0,0.10781,0,0,0,0.02646,0.2277,0.40444,0.21954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,248.871,239.27,256.7
151870741,0.0068,0,0,0,0,0,0,0,0,1,0.19118,0,0,0,0,0,0,0,0,0,0.04412,0,0.76471,0,0,-1e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.54,230.859,230.62,232.25
151870742,0.4706,0,0,0,0,0,0,0,0,1,0.15597,0.1598,0.40905,0,0,0,0.00382,0.04526,0,0,0,0.10986,0.00446,0.08542,0.02635,1e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,243.316,237.73,251.51
151870743,2.2378,0,0,0,0,0,0.94924,0,0,0.05076,0.03289,0.14934,0.02998,0.01501,0.00201,0.00228,0.46863,0.00465,0.00201,0.00684,0.02976,0.16302,0.01546,0.05832,0.0198,0,0,0,0,0.97413,0,0,0.02587,0,0,0,0,0,0,0,0,0,0,2.6,244.046,237.82,255
151870745,0.3828,0,0,0,0,0,0,0,0,1,0.03788,0.06008,0.02638,0,0,0.0034,0.1489,0.04754,0.0047,0,0.03213,0.38401,0.17685,0.0674,0.01071,2e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,249.046,239.12,259.11
151870747,0.4111,0,0,0,0,0,1,0,0,0,0.00462,0.0686,0.01387,0,0,0,0.63367,0,0.02116,0,0.01387,0.0416,0,0.20263,0,-2e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,243.747,237.82,249.92
151870752,0.3469,0,0,0,0,0,0,0,0,1,0.06457,0.0124,0.04785,0,0,0,0.30095,0.28567,0.05333,0,0,0.10378,0,0.11358,0.01787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,243.549,238.84,254.13
151870754,2.382,0,0,0.00176,0,0,0,0,0,0.99824,0.01994,0.24123,0.1746,5e-04,0,0.01054,0.20789,0.0055,0,0.00227,0,0.15802,0.06734,0.08627,0.0259,0,0,0,0,0.85697,0,0,0.14303,0,0,0,0,0,0,0,0,0,0,3.02,249.505,240.63,259.48
151870755,0.0669,0,0,0,0,0,0,0,0,1,0.15097,0.17788,0.19581,0,0,0,0.28102,0,0.00299,0,0,0.0299,0,0.16143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,243.991,238.85,253.94
151870757,0.4357,0,0,0,0,0,0.99862,0,0,0.00138,0.00344,0.00046,0,0,0,0.00872,0.79275,0,0.02272,0,0.04062,0.00528,0,0.07964,0.04636,1e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,247.668,237.99,258.11
151870758,0.3566,0,0,0,0,0,0,0,0,1,0.09198,0.05244,0.00505,0,0,0,0.27089,0.03926,0.00028,0,0,0.25126,0.09591,0.159,0.03393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,247,243.39,254.47
151870761,0.2201,0,0,0,0,0,0,0,0,1,0.03907,0.18855,0,0,0,0,0.07905,0.15266,0,0,0,0.38119,0,0.09723,0.06224,1e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,251.463,246.39,262.59
151870762,0.5118,0,0,0,0,0,0,0,0,1,0.01407,0.04084,0.02677,0,0,0,0.10004,0,0,0,0,0.21981,0.57894,0.00078,0.01876,-1e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,251.298,245.81,257.71
151870766,0.1331,0,0,0,0,0,0,0,0,1,0.02254,0.03606,0,0,0,0.00075,0.16228,0,0,0,0,0,0.69196,0.05485,0.03156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,250.722,248.39,253.88
151870767,0.3234,0,0,0,0,0,0.45578,0,0,0.54422,0.05257,0.02999,0,0,0,0,0.33983,0,0,0,0,0.10668,0.28448,0.18646,0,-1e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.34,235.617,230.33,242.33
151870772,0.2742,0,0,0,0,0,0,0,0,1,0.00219,0.00912,0.02808,0,0,0,0.20605,0,0,0,0,0.49818,0.02881,0.22319,0.00438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,252.72,248.96,258.53
151870776,0.2287,0,0,0,0,0,0,0,0,1,0,0.14298,0,0,0,0,0.04897,0,0,0,0,0.43857,0.29908,0.04635,0.02405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,252.342,248.13,256.57
151870779,0.1062,0,0,0,0,0,0,0,0,1,0.03955,0.10923,0,0,0,0,0.35687,0,0,0,0,0.13089,0.06121,0.24859,0.05367,-1e-05,0,0,0,0.78719,0,0,0.21281,0,0,0,0,0,0,0,0,0,0,3.14,241.086,237.8,246.72
151870783,0.1722,0,0,0,0,0,0,0,0,1,0.01103,0.05575,0,0,0,0,0,0,0,0,0,0.32811,0.3734,0.21254,0.01916,1e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,248.35,245.26,253.57
151873773,0.1243,0,0,0,0,0.88174,0,0,0,0.11826,0.04827,0.38938,0.16734,0,0,0,8e-04,0,0,0,0.03138,0.11907,0.07401,0.08045,0.0893,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,256.192,252.71,260.52
151873774,0.0963,0,0,0,0,0.29907,0,0,0,0.70093,0,0.38525,0.41018,0.06646,0,0,0,0,0,0,0,0.13811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,255.935,252.31,260.87
151873777,1.6851,0,0,0,0,0,0,0,0,1,0.00136,0,0.03466,0,0,0.00249,0.19666,0.00154,0,0,0.00415,0.25886,0.40793,0.08071,0.01163,1e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,277.861,260.9,292.36
151873778,0.6328,0,0,0,0,0,0,0,0,1,0.02845,0.02039,0.00032,0,0,0,0.08075,0,0,0.00332,0,0.60651,0.20781,0.0414,0.01106,-1e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,272.952,262.03,285.75
151873781,0.2869,0,0,0,0,0,0,0,0,1,0.01011,0.07424,0.11746,0.06413,0.20077,0,0.09132,0,0,0,0,0.00941,0.04392,0.33566,0.05298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,249.258,246.03,254.69
151873782,0.4986,0,0,0,0,0,0,0,0,1,0.01604,0.0345,0.00742,0,0,0,0.22142,0.00923,0.01284,0,0,0.33414,0.22242,0.12615,0.01584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,271.379,264.1,280.04
151873783,0.5237,0,0,0.18369,0,0,0,0,0,0.81631,0.02826,0.28681,0.29215,0.13863,0.03991,0,0.13958,0,0,0,0,0.01566,0,0.01699,0.04201,0,0.88467,0,0.11533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,244.034,229.84,258.22
151873785,0.168,0,0,0,0,0,0,0,0,1,0.0375,0.29107,0,0,0,0,0.05357,0,0,0,0,0.30357,0.1744,0.10179,0.0381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,293.037,289.83,297.64
151873787,0.7437,0,0,0,0,0,0.5314,0,0,0.4686,0,0,0,0,0,0.00296,0.18865,0.00013,0.00121,0,0,0.0917,0.0757,0.63964,0,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,292.156,290.26,301.76
151873788,3.5219,0,0,0,0,0,0.71274,0,0,0.28726,0.00466,0.07226,0,0,0,0.00088,0.36815,0.08865,0.05355,0.01133,0.01655,0.096,0.04347,0.24183,0.00267,0,0.95795,0,0,0,0.04205,0,0,0,0,0,0,0,0,0,0,0,0,2.99,298.406,290.63,321.77
151873790,1.7914,0,0,0,0.04544,0,0.00028,0,0,0.95428,0.00558,0.02144,0.01451,0.00011,0,0,0.15915,0.04924,0.01144,0.00547,0,0.24071,0.3667,0.12566,0,-1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,289.807,277.1,302.72
151873792,1.7537,0,0,0,0,0,0.82967,0,0,0.17033,0.00445,0.08508,0,0,0,0.00177,0.5014,0.02212,0.02817,0.03769,0.02823,0.17546,0.03552,0.07339,0.00673,-1e-05,0.46365,0,0,0,0.53635,0,0,0,0,0,0,0,0,0,0,0,0,4.49,305,292.34,324.27
151873793,0.708,0,0,0,0,0,0,0,0,1,0.06667,0.03037,0.00042,0,0,0,0.33602,0,0.00268,0.01017,0,0.31441,0.12105,0.10424,0.01398,-1e-05,0,0,0.23192,0,0,0.76808,0,0,0,0,0,0,0,0,0,0,0,4.55,270.778,262.39,287.59
151873794,0.0691,0,0,0,0,0,0,0,0,1,0.03184,0,0,0,0,0,0,0,0,0,0,0.78148,0,0.16932,0.01737,-1e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.86,266.074,262.4,275.48
151873795,0.5498,0,0,0,0,0,0.38123,0,0,0.61877,0.01255,0.03601,0,0,0,0,0.12987,0,0,0,0.01328,0.59058,0.05838,0.13987,0.01946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,297.592,291.52,309.83
151873796,1.9784,0,0,0,0,0,0,0,0,1,0.00819,0.02805,0.05606,0,0,4e-04,0.16063,0,0,0.00126,0,0.30823,0.37025,0.05065,0.01628,0,0,0,0.44076,0,0,0.55924,0,0,0,0,0,0,0,0,0,0,0,3.03,275.026,262.77,286.76
151873798,2.107,0,0,0,0,0,0,0,0,1,0.01789,0,0.00176,0,0,0,0.2439,0.00256,0,0,0.00513,0.06274,0.55401,0.10195,0.01006,0,0,0,0.27133,0,0,0.72867,0,0,0,0,0,0,0,0,0,0,0,2.92,271.198,258.99,284.47
151873799,0.5056,0,0,0,0,0,0,0,0,1,0,0.03204,0.00593,0,0,0,0.28382,0.02848,0.02116,0.01068,0.0265,0.44462,0.00158,0.12164,0.02354,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,299.968,289.71,308.28
151873800,0.398,0,0,0,0,0,0,0,0,1,0.03518,0.04749,0,0,0,0,0.09121,0.03618,0.02663,0,0,0.42814,0.27412,0.06106,0,-1e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.82,227.689,219.32,238.42
151873805,0.2582,0,0,0,0,0,0,0,0,1,0.02014,0.03253,0.09373,0,0,0,0.0763,0,0,0,0.00968,0.04415,0.69558,0.02789,0,0,0.58714,0,0.41286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,259.026,247.64,271.37
151873806,0.1393,0,0,0,0,0,0,0,0,1,0.01579,0.03661,0,0,0,0,0.53266,0,0,0,0.00933,0.05097,0.13496,0.17301,0.04666,1e-05,0.67265,0,0.32735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36,284.951,276.05,299.97
151873807,1.8782,0,0,0,0,0,0.16138,0,0,0.83862,0.01895,0.10404,0.00708,0,0,0,0.26398,0.00016,0.00043,0,0.00623,0.29161,0.02194,0.26344,0.02215,-1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,292.478,283.12,314.29
151873809,0.1153,0,0,0,0,0,0.93495,0,0,0.06505,0,0,0,0,0,0,0.12142,0,0,0,0,0.06852,0.04944,0.74848,0.01214,0,0.66696,0,0,0,0.33304,0,0,0,0,0,0,0,0,0,0,0,0,2.48,284.895,282.35,292.76
151873813,0.4948,0,0,0,0,0,0,0,0,1,0.01839,0.02365,0,0,0,0.00101,0.38965,0,0,0,0,0.20594,0.04588,0.28072,0.03476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24,295.638,289.48,307.45
151873814,0.1548,0,0,0,0,0,0,0,0,1,0,0.04522,0,0,0,0,0.10659,0,0,0,0,0.69767,0.1292,0.02132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,299.684,292.32,305.92
151873818,0.5493,0,0,0,0,0,0,0,0,1,0.01074,0.09539,0,0,0,0,0.4016,0,0.00109,0.00983,0.0284,0.09539,0.05644,0.29292,0.00819,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,287.382,279.83,303.34
151873820,3.5459,0,0,0,0,0,0,0,0,1,0.00361,0.07626,0.08162,0.01111,0.0086,0.00071,0.08286,0,0.00355,0,0.00747,0.29186,0.37469,0.05031,0.00736,-1e-05,0.25821,0,0.06094,0,0,0,0.68084,0,0,0,0,0,0,0,0,0,1e-05,2.9,293.103,267.1,310.5
151873822,5.282,0,0,0,0,0,0,0,0,1,0.01058,0.05119,0.05943,0.00835,0,0.00187,0.13773,0,0,0.0017,0.01711,0.25733,0.23944,0.20841,0.00685,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,291.129,285.35,307.65
151873823,0.2154,0,0,0,0,0,0,0,0,1,0.00929,0.00279,0,0,0,0,0.3663,0,0,0.01764,0.06314,0.18524,0,0.32173,0.03389,-2e-05,0.87744,0,0.12256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,278.483,272.94,292.21
151873826,0.4782,0,0,0,0,0,0,0,0,1,0.0023,0.0458,0.00941,0,0,0,0.055,0,0,0,0,0.59849,0.2041,0.04621,0.03869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,301.505,292.38,309.16
151873829,1.3289,0,0,0,0,0.23433,0,0,0,0.76567,0.00301,0,0,0,0,0.00211,0.51336,0.00045,0.01204,0,0.00625,0.23501,0.02461,0.19941,0.00376,-1e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.42,301.854,285.34,332.34
151873832,1.5801,0,0,0,0,0,0,0,0,1,0.01652,0.03158,0.02164,0,0,0.00671,0.02614,0,0,0,0.00576,0.30979,0.45725,0.10563,0.01899,-1e-05,0.88064,0,0,0,0,0,0,0.11936,0,0,0,0,0,0,0,0,0,1.81,293.376,285.95,308.6
151873833,0.0458,0,0,0,0,0,0,0,0,1,0,0.01092,0.14629,0,0,0,0.09825,0,0,0,0,0.50218,0,0,0.24236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,298.084,294.12,304.25
151873834,0.3153,0,0,0,0,0,0,0,0,1,0.03203,0.08595,0.00634,0,0,0,0.03298,0,0,0,0,0.23184,0.34253,0.2052,0.06311,2e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,259.061,252.34,270.3
151873837,0.2225,0,0,0,0,0,0,0,0,1,0,0.03281,0,0,0,0,0.0773,0,0,0.02876,0,0.56674,0.27326,0,0.02112,1e-05,0.06787,0,0.93213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,290.671,284.47,300.71
151873839,3.8002,0,0,0,0.49503,0,0,0,0,0.50497,0.02239,0.07371,0.02081,0,0,0.00247,0.17989,0.00689,0.01821,0.00526,0.00732,0.35743,0.07663,0.21054,0.01845,0,0,0,0,0,0,0,0,0.8234,0,0,0,0.1766,0,0,0,0,0,1.81,299.675,293.42,312.38
151873842,1.6021,0,0,0,0,0,0,0,0,1,0.01791,0.02803,0.02484,0,0,0,0.08739,0,0.0015,0.00343,0.03264,0.26415,0.51208,0.01011,0.01791,1e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.11,312.211,296.9,332.64
151873845,1.5572,0,0,0.00771,0,0,0,0,0,0.99229,0,0.17827,0.30619,0.18777,0.01413,0,0.00321,0,0,0,0,0.00918,0.30125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8,213.964,208.82,216.77
151873848,0.6733,0,0,0,0,0,0,0,0,1,0.03906,0.04233,0,0,0,0,0.03223,0,0,0.00416,0,0.36893,0.49295,0.01619,0.00416,-1e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.01,308.093,296.91,320.09
151873851,0.2235,0,0,0,0,0,0,0,0,1,0.00089,0,0,0,0,0,0.18792,0,0,0,0,0.15078,0.47293,0.17852,0.00895,1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,306.779,301.94,317.62
151873853,5.6477,0,0,0,0,0,0,0,0,1,0,0.03304,0.00871,0,0,5e-05,0.16655,0.0022,0.00241,0.00267,0.01007,0.32727,0.22296,0.22266,0.00142,-1e-05,0.00669,0,0,0,0,0,0,0.99331,0,0,0,0,0,0,0,0,0,1.6,301.224,295.01,313.56
151873855,1.5472,0,0,0,0,0,0,0,0,1,0.01939,0.05093,0.03464,0,0,0.00246,0.27941,0.01105,0.01655,0.00756,0,0.32213,0.03161,0.21898,0.0053,-1e-05,0.6294,0,0,0,0.3706,0,0,0,0,0,0,0,0,0,0,0,0,4.14,297.929,284.3,315.09
151873856,0.3034,0,0,0,0,0,0,0,0,1,0.03263,0.00791,0,0,0,0.0056,0.19941,0.02076,0.05603,0,0,0,0,0.66414,0.01351,1e-05,0.64865,0,0,0,0,0,0,0.35135,0,0,0,0,0,0,0,0,0,2.85,288.407,284.4,305.32
151873857,1.6143,0,0,0,0,0,0,0,0,1,0.00087,0.03147,0.00285,0,0,0,0.23397,0,0,0,0,0.36654,0.2883,0.07415,0.00186,-1e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,297.1,276.31,312.3
151873860,5.7761,0,0,0,0,0,0,0,0,1,0.00026,0.07209,0.00753,0.00154,0,0,0.20716,0.01349,0.00741,0.00019,0.00512,0.296,0.10414,0.27837,0.0067,0,0.45527,0,0,0,0.10005,0,0,0.44468,0,0,0,0,0,0,0,0,0,3.46,300.49,284.81,316.51
151873862,2.6157,0,0,0,0,0,0,0,0,1,0,0.06591,0.01227,0,0,0,0.15678,0,0.00176,0,0.00516,0.42669,0.31047,0.02095,0,1e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.22,312.325,299.75,324.67
151873863,0.2243,0,0,0,0,0,0,0,0,1,0,0.07624,0.02006,0,0,0,0.10566,0,0,0,0,0.28622,0.49041,0.0165,0.0049,1e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,264.54,260.94,270.32
151873868,0.2413,0,0,0,0,0,0,0,0,1,0,0.0978,0.02735,0,0,0,0.03813,0,0,0,0,0.28927,0.4339,0.11355,0,0,0.07501,0,0,0,0.92499,0,0,0,0,0,0,0,0,0,0,0,0,3.01,304.164,300.34,311.89
151873875,2.2687,0,0,0,0,0,0,0,0,1,0.00229,0.06021,0.00278,0,0,0.00159,0.26354,0,0,0.01049,0.00661,0.32741,0.16886,0.13982,0.0164,0,0.00573,0,0.00181,0,0,0.99246,0,0,0,0,0,0,0,0,0,0,0,2.97,283.725,273.17,318.75
151873878,0.537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18343,0,0,0,0,0.72291,0.0486,0.04507,0,-1e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.62,309.798,300.65,319.48
